Hamiltonian: File Generated by openmx2tbx Code
       8
      35
  1    1    1    1    1    1    1    1    1    1    1    1    1    1    1  
  1    1    1    1    1    1    1    1    1    1    1    1    1    1    1  
  1    1    1    1    1  
 -3    0    0    1    1      0.00000000    0.00000000    
 -3    0    0    1    2      0.00000000    0.00000000    
 -3    0    0    1    3      0.00000000    0.00000000    
 -3    0    0    1    4      0.00000000    0.00000000    
 -3    0    0    1    5     -0.00017939    0.00000000    
 -3    0    0    1    6     -0.00056719    0.00000000    
 -3    0    0    1    7     -0.00043203    0.00000000    
 -3    0    0    1    8     -0.00000000    0.00000000    
 -3    0    0    2    1      0.00000000    0.00000000    
 -3    0    0    2    2      0.00000000    0.00000000    
 -3    0    0    2    3      0.00000000    0.00000000    
 -3    0    0    2    4      0.00000000    0.00000000    
 -3    0    0    2    5      0.00046187    0.00000000    
 -3    0    0    2    6      0.00151047    0.00000000    
 -3    0    0    2    7      0.00115618    0.00000000    
 -3    0    0    2    8      0.00000000    0.00000000    
 -3    0    0    3    1      0.00000000    0.00000000    
 -3    0    0    3    2      0.00000000    0.00000000    
 -3    0    0    3    3      0.00000000    0.00000000    
 -3    0    0    3    4      0.00000000    0.00000000    
 -3    0    0    3    5      0.00035843    0.00000000    
 -3    0    0    3    6      0.00117639    0.00000000    
 -3    0    0    3    7      0.00083618    0.00000000    
 -3    0    0    3    8      0.00000000    0.00000000    
 -3    0    0    4    1      0.00000000    0.00000000    
 -3    0    0    4    2      0.00000000    0.00000000    
 -3    0    0    4    3      0.00000000    0.00000000    
 -3    0    0    4    4      0.00000000    0.00000000    
 -3    0    0    4    5     -0.00000000    0.00000000    
 -3    0    0    4    6     -0.00000000    0.00000000    
 -3    0    0    4    7     -0.00000000    0.00000000    
 -3    0    0    4    8     -0.00006092    0.00000000    
 -3    0    0    5    1      0.00000000    0.00000000    
 -3    0    0    5    2      0.00000000    0.00000000    
 -3    0    0    5    3      0.00000000    0.00000000    
 -3    0    0    5    4      0.00000000    0.00000000    
 -3    0    0    5    5      0.00000000    0.00000000    
 -3    0    0    5    6      0.00000000    0.00000000    
 -3    0    0    5    7      0.00000000    0.00000000    
 -3    0    0    5    8      0.00000000    0.00000000    
 -3    0    0    6    1      0.00000000    0.00000000    
 -3    0    0    6    2      0.00000000    0.00000000    
 -3    0    0    6    3      0.00000000    0.00000000    
 -3    0    0    6    4      0.00000000    0.00000000    
 -3    0    0    6    5      0.00000000    0.00000000    
 -3    0    0    6    6      0.00000000    0.00000000    
 -3    0    0    6    7      0.00000000    0.00000000    
 -3    0    0    6    8      0.00000000    0.00000000    
 -3    0    0    7    1      0.00000000    0.00000000    
